Chemical Engineers,1
Chemical Equipment Operators,1
Chemical Plant Operators,1
Chemical Technicians,1
Chemistry Professors,1
Chief Financial Officers,1
Child Care Center Administrators,1
Child Care Workers,1
Child Life Specialists,1
Child Support Investigators,1
Child Support Services Workers,1
City Planning Aides,1
Civil Drafters,1
Civil Engineers,1
Civil Engineering Technicians,1
Clergy Members,1
Clinical Dietitians,1
Clinical Psychologists,1
Clinical Sociologists,1
Coatroom and Dressing Room Attendants,1
College/University Professors,1
Commercial Designers,1
Commercial Divers,1
Commercial Fishermen,1
Communication Equipment Mechanics,1
Communications Professors,1
Community Health Nurses,1
Community Organization Workers,1
Community Welfare Workers,1
Compensation Administrators,1
Compensation Specialists,1
Compliance Officers,1
Computer Aided Design Technicians,1
Computer and Information Scientists,1
Computer and Information Systems Managers,1
Computer Applications Engineers,1
Computer Controlled Machine Tool Operators,1
Computer Customer Support Specialists,1
Computer Hardware Technicians,1
Computer Operators,1
Computer Programmers,1
Computer Science Professors,1
Computer Security Specialists,1
Computer Software Engineers,1
Computer Software Technicians,1
Computer Systems Engineers,1
Congressional Aides,1
Conservation Scientists,1
Construction Drillers,1
Construction Laborers,1
Construction Managers,1
Construction Trades Supervisors,1
Contract Administrators,1
Contract Specialists,1
Control Center Specialists,1
Controllers,1
Cooks,1
Copy Writers,1
Corporation Lawyers,1
Correction Officers,1
Correspondence Clerks,1
Cosmetologists,1
Cost Accountants,1
Cost Analysis Engineers,1
Cost Estimators,1
Costume Attendants,1
Counseling Psychologists,1
Counter and Rental Clerks,1
County or City Auditors,1
Couriers and Messengers,1
Court Administrators,1
Court Clerks,1
Court Reporters,1
Craft Artists,1
Crane Operators,1
Credit Adjusters,1
Credit Analysts,1
Credit Reporters,1
Criminal Investigators,1
Criminal Justice Professors,1
Criminal Lawyers,1
Crop Workers Supervisor,1
Crossing Guards,1
Custom Tailors,1
Customer Service Representatives,1
Customer Service Supervisors,1
Customs Inspectors,1
Cutting Machine Operators,1
Dairy Technologists,1
Database Administrators,1
Deaf Students Teachers,1
Delivery Drivers,1
Demonstrators and Product Promoters,1
Dental / Orthodontic Office Administrators,1
Dental Assistants,1
Dental Hygienists,1
Dental Laboratory Technicians,1
Dentists,1
Dermatologists,1
Desktop Publishing Specialists,1
Developmental Psychologists,1
Die Cutter Operators,1
Dietetic Technicians,1
Dietitian and Nutritionists,1
Directory Assistance Operators,1
Disabled Students Teachers,1
Disk Jockeys,1
Dispatchers,1
Door To Door Salesmen,1
Dry Wall Installers,1
Economics Professors,1
Editorial Writers Newspapers & Magazines,1
Education and Training Administrators,1
Education Professors,1
Educational Administrators,1
Educational Psychologists,1
Educational Resource Coordinators,1
Educational Therapists,1
EEG Technicians/Technologists,1
Electric Meter Installers,1
Electric Motor Mechanics,1
Electrical and Electronic Inspectors,1
Electrical Drafters,1
Electrical Engineers,1
Electrical Parts Reconditioners,1
Electrical Technicians,1
Electro-Mechanical Technicians,1
Electromechanical Equipment Assemblers,1
Electronic Drafters,1
Electronics Engineers,1
Electronics Technicians,1
Elementary School Administrators,1
Elementary School Teachers,1
Elevator Mechanics,1
Emergency Management Specialists,1
Emergency Medical Technicians,1
Employee Benefits Analysts,1
Employee Training Instructors,1
Employment Administrators,1
Employment and Placement Specialists,1
Employment Interviewers,1
Engine and Machine Assemblers,1
Engineering Managers,1
Engineering Professors,1
English Language and Literature Professors,1
Environmental Compliance Inspectors,1
Environmental Disease Analysts,1
Environmental Engineers,1
Environmental Planners,1
Environmental Research Analysts,1
Environmental Science Technicians,1
Environmental Science Professors,1
Environmental Technicians,1
Equal Opportunity Representatives,1
Etchers and Engravers,1
Excavating Machine Operators,1
Excavating Supervisors,1
Executive Secretaries,1
Exercise Physiologists,1
Exhibit Artists,1
Exhibit Designers,1
Experimental Psychologists,1
Explosives Workers,1
Export Agents,1
Fabric and Apparel Patternmakers,1
Facilities Planners,1
Factory Layout Engineers,1
Family Caseworkers,1
Family Practitioners,1
Farm Equipment Mechanics,1
Farm Hands,1
Farm Labor Contractors,1
Farm Managers,1
Farm Products Purchasing Agents,1
Farmers and Ranchers,1
Fashion Artists,1
Fashion Coordinators,1
Fashion Designers,1
Fashion Models,1
Fence Installers,1
Field Contractors,1
Field Health Officers,1
File Clerks,1
Film Editors,1
Film Laboratory Technicians,1
Finance Managers,1
Financial Aid Counselors,1
Financial Analysts,1
Financial Examiners,1
Financial Planners,1
Financial Services Sales Agents,1
Fine Artists,1
Fire Inspectors,1
Fire Investigators,1
Fire Prevention Engineers,1
Fire Protection Engineers,1
Fire Protection Engineering Technicians,1
Fish & Game Wardens,1
Fish Hatchery Specialists,1
Fishery Worker Supervisors,1
Fitness Trainers,1
Flight Engineers,1
Floral Designers,1
Food & Drug Inspectors,1
Food Batchmakers,1
Food Preparation Workers,1
Food Science Technicians,1
Food Technologists,1
Foreign Exchange Traders,1
Foreign Language Interpreters,1
Foreign Language Teachers,1
Foreign Language Translators,1
Foreign Service Officers,1
Foreign Service Peacekeeping Specialists,1
Foreign Student Advisers,1
Forensic Science Technicians,1
Forensics Psychologists,1
Forest and Conservation Technicians,1
Forest Engineers,1
Forest Fire Prevention Supervisors,1
Forest Fire Inspectors,1
Forestry and Conservation Professors,1
Forging Machine Operators,1
Forklift and Industrial Truck Operators,1
Fraud Investigators,1
Freight and Stock Handlers,1
Fund Raisers,1
Funds Development Administrators,1
Funeral Attendants,1
Funeral Directors,1
Furniture Designers,1
Furniture Finishers,1
Game Runners,1
Gas Plant Operators,1
General and Operations Managers,1
General Farmworkers,1
General Internists,1
Geography Professors,1
Geological Data Technicians,1
Geological Technicians (Drafter),1
Glass Blowers,1
Gluing Machine Operators,1
Golf Course Superintendents,1
Government Budget Analysts,1
Government Property Inspectors,1
Government Service Executives,1
Graduate Teaching Assistants,1
Graphic Designers,1
Greenhouse and Nursery Managers,1
Gynecologists,1
Hand and Portable Tool Mechanics,1
Hand Sewers,1
Harbor Masters,1
Harbor Lake & Waterways Police,1
Hardwood Floor Finishers,1
Hazardous Materials Removal Workers,1
Hazardous Waste Management Analysts,1
Health Care Facilities Inspectors,1
Health Case Managers,1
Health Educators,1
Health Psychologists,1
Hearing Officers,1
Heating A/C Refrigeration Technicians,1
Heavy Equipment Mechanics,1
High School Administrators,1
High School Guidance Counselors,1
High School Teachers,1
Highway Maintenance Workers,1
Highway Patrol Pilots,1
Historic Site Administrators,1
Historical Archivists,1
History Professors,1
Home Appliance Installers,1
Home Appliance Repairers,1
Home Economics Teachers,1
Home Economists,1
Home Entertainment System Installers,1
Home Health Aides,1
Home Health Technicians,1
Horticultural Worker Supervisors,1
Horticulture Therapists,1
Horticulturists (Vineyard),1
Hospital Administrators,1
Hospital Nurses,1
Hosts and Hostesses,1
Hotel and Motel Desk Clerkss,1
Hotel Convention/Events Coordinators,1
Hotel Managers,1
Housekeeping Supervisors,1
Human Factors Psychologists,1
Human Resources Management Advisors,1
Human Resources Management Consultants,1
Hydraulic Engineers,1
Immigration Inspectors,1
Industrial Air Pollution Analysts,1
Industrial Arts Teachers,1
Industrial Designers,1
Industrial Engineers,1
Industrial Engineering Technicians,1
Industrial Health Engineers,1
Industrial Hygienists,1
Industrial Machinery Mechanics,1
Industrial Relations Analysts,1
Industrial Relations Specialists,1
Industrial Therapists,1
Industrial Waste Inspectors,1
Industrial-Organizational Psychologists,1
Infantry Officers,1
Instructional Coordinators,1
Instructor Police-Canine Services,1
Instrument Technicians,1
Insulation Installers,1
Insurance Adjusters,1
Insurance Agents,1
Insurance Appraisers (Auto Damage),1
Insurance Claim Examiners,1
Insurance Claims Adjusters,1
Insurance Claims Clerks,1
Insurance Estate Planners,1
Insurance Lawyers,1
Insurance Policy Processing Clerks,1
Insurance Underwriters,1
Intelligence Specialists (Government),1
Interior Designers,1
Internal Auditors,1
Interpreters for the Hearing Impaired,1
Irradiated-Fuel Handlers,1
Irrigation Engineers,1
IT Administrators (Information Technology),1
Janitorial Supervisors,1
Job Analysts,1
Job Development Specialists,1
Job Printers (Graphic Arts),1
Kindergarten Teachers,1
Labor Relations Advisors,1
Laboratory Testers,1
Land Surveyors,1
Landscape Architects,1
Landscape Contractors,1
Lathe Operators,1
Law Clerks,1
Law Professors,1
Legal Assistants,1
Legal Secretarys,1
Legislative Assistants,1
Library Assistants,1
Library Consultants,1
Library Science Professors,1
Library Technicians,1
License Clerks,1
Licensed Practical Nurses,1
Livestock Commission Agents,1
Loan Counselors,1
Loan Interviewers and Clerks,1
Loan Officers,1
Locomotive Engineers,1
Log Graders and Scalers,1
Logging Tractor Operators,1
Logging Worker Supervisors,1
Machine Feeders and Offbearers,1
Mail Clerks,1
Mail Machine Operators,1
Maintenance Supervisors,1
Makeup Artists - Theatrical,1
Management Consultants (Analyst),1
Manicurists and Pedicurists,1
Manual Arts Therapists,1
Mapping Technicians,1
Marina Boat Charter Administrators,1
Marine and Aquatic Biologists,1
Marine Architects,1
Marine Cargo Surveyors,1
Marine Drafters,1
Marine Engineers,1
Marine Surveyors,1
Marine/Port Engineers,1
Market Research Analysts,1
Marketing Managers,1
Marking Clerks,1
Marriage and Family Therapists,1
Massage Therapists,1
Materials Engineers,1
Materials Inspectors,1
Materials Scientists,1
Math Professors,1
Mathematical Technicians,1
Meat Packers,1
Fish Trimmers,1
Mechanical Drafters,1
Mechanical Engineers,1
Mechanical Engineering Technicians,1
Mechanical Inspectors,1
Medical Administrative Assistants,1
Medical and Public Health Social Workers,1
Medical and Scientific Illustrators,1
Medical Appliance Technicians,1
Medical Assistants,1
Medical Equipment Preparers,1
Medical Examiner/Coroners,1
Medical Insurance Claims Analysts,1
Medical Laboratory Technicians,1
Medical Photographers,1
Medical Records Administrators,1
Medical Records Technicians,1
Medical Secretaries,1
Medical Technologists,1
Medical Transcriptionists,1
Mental Health Counselors,1
Mentally Retarded Students Teachers,1
Merchandise Displayers,1
Metal Casting Machine Operators,1
Metal Fabricators,1
Meter Mechanics,1
Middle School Administrators,1
Middle School Guidance Counselors,1
Middle School Teachers,1
Military Analysts,1
Military Officers,1
Military-Enlisted Personnels,1
Mill Workers,1
Mine Cutting Machine Operators,1
Mine Inspectors,1
Mining Engineers,1
Mining Machine Operators,1
Mining Shovel Machine Operators,1
Missing Person Investigators,1
Missionary Workers,1
Model Makers,1
Model Makers (Metal and Plastic),1
Motion Picture Directors,1
Motion Picture Projectionists,1
Motor Vehicle Inspectors,1
Motorboat Mechanics,1
Motorcycle Mechanics,1
Municipal Fire Fighting Supervisors,1
Museum Curators,1
Museum Technicians and Conservators,1
Music Arrangers and Orchestrators,1
Music Directors,1
Music Teachers,1
Music Therapists,1
Musical Instrument Tuners,1
Narcotics Investigators (Government),1
New Accounts Clerks (Banking),1
Newspaper Editors,1
Newspaper/Magazines Writers,1
Non-Retail Sales Supervisors,1
Nuclear Engineers,1
Nuclear Equipment Operation Technicians,1
Nuclear Fuels Research Engineers,1
Nuclear Medicine Technologists,1
Nuclear Monitoring Technicians,1
Nuclear Power Reactor Operators,1
Nuclear Technicians,1
Numerical Tool Programmers,1
Nurse Practitioners,1
Nurse's Aides,1
Nursery Workers,1
Nursing Professors,1
Obstetricians,1
Occupational Analysts,1
Occupational Physicians,1
Occupational Safety & Health Inspectors,1
Occupational Therapists,1
Occupational Therapy Assistants,1
Oceanographic Assistants,1
Office Clerks,1
Office Machine Mechanics,1
Office Supervisors,1
Offset Press Operatorss,1
Operating Engineerss,1
Operations Management Analysts,1
Ophthalmic Laboratory Technicians,1
Ophthalmologists,1
Oral and Maxillofacial Surgeonss,1
Order Clerks,1
Order Fillers (Wholesale and Retail Sales),1
Ordinary Seamen,1
Ornamental-Metalwork Designers,1
Orthodontic Assistants,1
Orthodontic Laboratory Technicians,1
Orthodontists,1
Outdoor Education Teachers,1
Overhead Door Installers,1
Package Designers,1
Packaging Machine Operators,1
Packers and Packagers,1
Painters,1
Park Naturalists,1
Parking Enforcement Officers,1
Parking Lot Attendants,1
Parole Officers,1
Parts Salespersons,1
Paste-Up Workers (Graphic Arts),1
Patent Agents,1
Patent Lawyers,1
Pathologists,1
Payroll and Timekeeping Clerks,1
PBX Installers and Repairers,1
Peace Corps Workers,1
Pediatric Dentists,1
Pediatricians,1
Personal Service Supervisors,1
Personnel Administrators,1
Personnel Assistants,1
Personnel Recruiters,1
Pest Control Workers,1
Pesticide Handlers,1
Petroleum Engineers,1
Petroleum Geologists,1
Petroleum Laboratory Assistants,1
Petroleum Refinery Operators,1
Petroleum Technicians,1
Pharmacy Aides,1
Pharmacy Technicians,1
Philosophy and Religion Professors,1
Photo-Optics Technicians,1
Photoengravers,1
Photogrammetric Engineers,1
Photographic Equipment Mechanics,1
Photographic Process Workers,1
Physical Education Instructors,1
Physical Therapists,1
Physical Therapist Aides,1
Physical Therapy Assistants,1
Physician's Assistants,1
Physician's Office Nurses,1
Physics Professors,1
Pilots,1
Plant Breeders,1
Plant Managers,1
Plasterers and Stucco Masons,1
Plastic Surgeons,1
Platemakers (Graphic Arts),1
Plumbers (Plumbing Contractor),1
Poets and Lyricists,1
Police and Detectives Supervisors,1
Police Artists,1
Police Identification and Records Officers,1
Police Officers,1
Political Science Professors,1
Political Scientists,1
Postal Service Clerks,1
Postal Service Mail Carriers,1
Postal Service Mail Sorter,1
Postmasters and Mail Superintendents,1
Power Plant Operators,1
Power-Line Installer and Mechanics,1
Precision Devices Inspectors and Testers,1
Preschool Administrators,1
Preschool Teachers,1
Pressing Machine Operators,1
Pressure Vessel Inspectors,1
Printing/Graphic Arts Reproduction Technicians,1
Printmakers (Artists),1
Private Detectives and Investigators,1
Private Nurses,1
Private Sector Executives,1
Probate Lawyers,1
Probation Officers,1
Procurement Clerks,1
Product Planners,1
Product Safety Engineers,1
Production Planners,1
Production Planning and Expediting Clerks,1
Professional Sports Scouts,1
Proofreaders and Copy Markers,1
Property Accountants,1
Property Assessors,1
Property Managers,1
Props and Lighting Technicians,1
Prosthetic Technicians,1
Psychiatric Aides,1
Psychiatric Technicians,1
Psychiatrists,1
Psychology Professors,1
Public Health Service Officers,1
Public Relations Managers,1
Public Relations Specialists,1
Public Transportation Inspectors,1
Publications Editors,1
Purchasing Agents,1
Purchasing Managers,1
Quality Control Coordinators,1
Quality Control Engineers,1
Quality Control Inspectors,1
Quality Control Technicians,1
Quarry Workers,1
Radar and Sonar Technicians,1
Radiation Protection Engineers,1
Radiation Therapists,1
Radio & TV Announcers,1
Radio & TV News Commentators,1
Radio & TV Newscasters,1
Radio & TV Producers,1
Radio & TV Program Directors,1
Radio & TV Sports Announcers,1
Radio & TV Station Administrators,1
Radio & TV Talk Show Hosts,1
Radio Mechanics,1
Radio Operators,1
Radiologic Technicians,1
Radiologic Technologists,1
Radiologists,1
Rail Yard Engineers,1
Railroad Conductors and Yardmasters,1
Railroad Engineers,1
Railroad Inspectors,1
Range Managers,1
Real Estate Appraisers,1
Real Estate Assessors,1
Real Estate Brokers,1
Real Estate Lawyers,1
Real Estate Sales Agents,1
Recreation Leaders,1
Recreational Protective Service Workers,1
Recreational Therapists,1
Recreational Vehicle Mechanics,1
Referees / Umpires,1
Refuse and Recyclable Material Collectors,1
Registrar Administrators,1
Reliability Engineers,1
Religious Institution Education Coordinators,1
Reservation Ticket Agents,1
Residence Counselors,1
Resource Recovery Engineers,1
Resource Teachers,1
Respiratory Care Technicians,1
Respiratory Therapists,1
Respiratory Therapy Technicians,1
Restaurant Food Coordinators,1
Restaurant Managers,1
Retail Buyers,1
Retail Customer Service Representatives,1
Retail Inventory Control Analysts,1
Retail Sales Department Supervisors,1
Retail Salespersons,1
Retail Store Managers,1
Revenue Agents,1
Safety Inspectors,1
Sales Engineers,1
Sales Floor Stock Clerks,1
Sales Managers,1
Sales Promoters,1
Sales Representatives (Aircraft),1
Sales Representatives (Chemicals & Drugs),1
Sales Representatives (Computers),1
Sales Representatives (Graphic Arts),1
Sales Representatives (Hotel Furnishings),1
Sales Representatives (Medical Equipment),1
Sales Representatives (Printed Advertising),1
Sales Representatives (Radio & TV Time),1
Sales Representatives (Telecommunications),1
Sales Representatives (Teleconferencing),1
Sales Representatives ( Education Programs),1
Sales Representatives (Agricultural Products),1
Sales Representatives (Instruments),1
Sales Representatives (Mechanical Equipment),1
Sales Representitives (Psychological Tests),1
Sanitary Engineers,1
Sawing Machine Operators,1
Scanner Operators,1
School Nurses,1
School Plant Consultants,1
School Psychologists,1
Scientific Linguists,1
Scientific Photographers,1
Screen Printing Machine Operators,1
Screen Writers,1
Script Editors,1
Securities Brokers,1
Security and Fire Alarm Systems Installers,1
Security Guards,1
Self-Enrichment Education Teachers,1
Septic Tank and Sewer Servicers,1
Service Station Attendants,1
Set Designers,1
Set Illustrators,1
Sewing Machine Operators,1
Sheet Metal Workers,1
Ship Carpenters and Joiners,1
Ship Engineers,1
Ship Masters,1
Ship Mates,1
Ship Pilots,1
Shipping Receiving and Traffic Clerks,1
Shoe Machine Operators,1
Signal Switch Repairers,1
Skin Care Specialists,1
Small Engine Mechanics,1
Social and Community Service Managers,1
Social and Human Service Assistants,1
Social Psychologists,1
Social Science Research Assistants,1
Social Service Volunteers,1
Social Welfare Administrators,1
Social Work Professors,1
Social Workers,1
Sociology Professors,1
Soil Conservation Technicians,1
Soil Conservationists,1
Soil Engineers,1
Soil Scientists,1
Solar Energy Systems Designers,1
Solid Waste Disposal Administrators,1
Sound Engineering Technicians,1
Special Education Administrators,1
Special Forces,1
Special Forces Officers,1
Speech Pathologists,1
Speech Writers,1
Sport Psychologists,1
Sport's/Entertainment Agents (Managers),1
Sports Agents,1
Sports Events Business Managers,1
Sports Physicians (Orthopedists),1
Sportswriters (Journalists),1
Stained Glass Artists,1
Standards Engineers,1
Statement Clerks,1
Stationary Engineers,1
Statistical Assistants,1
Steel Workers,1
Storage and Distribution Managers,1
Stress Analyst Engineers,1
Structural Drafters,1
Structural Engineers,1
Student Admissions Administrators,1
Student Affairs Administrators,1
Student Financial Aid Administrators,1
Substance Abuse Counselors,1
Subway and Streetcar Conductors,1
Surgeons,1
Surgical Technicians/Technologists,1
Survey Researchers,1
Surveying Technicians,1
Switchboard Operators,1
Systems Accountants,1
Systems Analysts,1
Tax Accountants,1
Tax Auditors,1
Tax Collectors,1
Tax Examiners,1
Tax Lawyers,1
Tax Preparers,1
Taxi Drivers and Chauffeurs,1
Teachers of the Blind,1
Teachers Aides,1
Team Assemblers,1
Technical & Scientific Publications Editors,1
Technical Directors/Managers,1
Technical Illustrators,1
Technical Publications Writers,1
Technological Espionage Intelligence Agents,1
Telecommunications Line Installers and Repairers,1
Telecommunications Maintenance Workers,1
Telecommunications Technicians,1
Telephone Station Installers,1
Textile Bleaching and Dyeing Machine Operators,1
Textile Cutting Machine Operators,1
Textile Designers,1
Tile and Marble Setters,1
Title Examiners,1
Title Searchers,1
Tool & Machine Designers,1
Tool and Die Makers,1
Tool Grinders,1
Tour Guides,1
Town Clerks,1
Traffic Administrators (Freight & Passenger),1
Traffic Agents,1
Traffic Technicians,1
Transit and Railroad Police,1
Transportation Attendants,1
Transportation Systems Design Engineers,1
Travel Agents,1
Travel Clerks,1
Travel Counselors,1
Travel Writers (Journalist),1
Treasurers (Corporate),1
Treatments Plant Operators,1
Tree Trimmers and Pruners,1
Truck Drivers,1
Ultrasound Technologists,1
Unemployment Inspectors,1
Urban and Regional Planners,1
Ushers and Lobby Attendants,1
Utility Meter Readers,1
Vending Machine Mechanics,1
Veterinarians,1
Veterinarian Technicians,1
Veterinary Assistants,1
Video Engineers,1
Vocational Education Instructors Colleges,1
Vocational Education Teachers,1
Vocational Rehabilitation Counselors,1
Voice Pathologists,1
Waiters and Waitresses,1
Warehouse Stock Clerks,1
Watch Repairers,1
Water Pollution Control Inspectors,1
Weather Observers,1
Web Art Directors,1
Weighers and Measurers,1
Welders,1
Welfare Eligibility Workers and Interviewers,1
Wholesale Buyers,1
Wildlife Biologists,1
Wildlife Control Agents,1
Windows - Draperies Treatment Specialists,1
Woodworking Machine Operators,1
Word Processing Specialists,1
Writers /Authors,1
Zoo Veterinarians,1
Zoologists,1
Alabamians,10
Alaskans,10
Arizonans,10
Arkansans,10
Californians,10
Coloradans,10
Connecticuters,10
Delawareans,10
Washingtonians,10
Floridians,10
Georgians,10
Hawaiians,10
Idahoans,10
Illinoisans,10
Hoosiers,10
Iowans,10
Kansans,10
Kentuckians,10
Louisianans,10
Mainers,10
Marylanders,10
Massachusettsans,10
Michiganians,10
Minnesotans,10
Mississippians,10
Missourians,10
Montanans,10
Nebraskans,10
Nevadans,10
New Hampshirites,10
New Jerseyans,10
New Mexicans,10
New Yorkers,10
North Carolinians,10
North Dakotans,10
Ohioans,10
Oklahomans,10
Oregonians,10
Pennsylvanians,10
Rhode Islanders,10
South Carolinians,10
South Dakotans,10
Tennesseans,10
Texans,10
Utahns,10
Vermonters,10
Virginians,10
Washingtonians,10
West Virginians,10
Wisconsinites,10
Wyomingites,10
East High School Students,10
West High School Students,10
